Абсолютный путь,Относительный путь,Класс
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0034.txt,Dataset/Good/0034.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0035.txt,Dataset/Good/0035.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0036.txt,Dataset/Good/0036.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0037.txt,Dataset/Good/0037.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0038.txt,Dataset/Good/0038.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0039.txt,Dataset/Good/0039.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0040.txt,Dataset/Good/0040.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0041.txt,Dataset/Good/0041.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0042.txt,Dataset/Good/0042.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0043.txt,Dataset/Good/0043.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0044.txt,Dataset/Good/0044.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0045.txt,Dataset/Good/0045.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0046.txt,Dataset/Good/0046.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0047.txt,Dataset/Good/0047.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0048.txt,Dataset/Good/0048.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0049.txt,Dataset/Good/0049.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0050.txt,Dataset/Good/0050.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0051.txt,Dataset/Good/0051.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0052.txt,Dataset/Good/0052.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0053.txt,Dataset/Good/0053.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0054.txt,Dataset/Good/0054.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0055.txt,Dataset/Good/0055.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0056.txt,Dataset/Good/0056.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0057.txt,Dataset/Good/0057.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0058.txt,Dataset/Good/0058.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0059.txt,Dataset/Good/0059.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0060.txt,Dataset/Good/0060.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0061.txt,Dataset/Good/0061.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0062.txt,Dataset/Good/0062.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0063.txt,Dataset/Good/0063.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0064.txt,Dataset/Good/0064.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0065.txt,Dataset/Good/0065.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0066.txt,Dataset/Good/0066.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0067.txt,Dataset/Good/0067.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0068.txt,Dataset/Good/0068.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0069.txt,Dataset/Good/0069.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0070.txt,Dataset/Good/0070.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0071.txt,Dataset/Good/0071.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0072.txt,Dataset/Good/0072.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0073.txt,Dataset/Good/0073.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0074.txt,Dataset/Good/0074.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0075.txt,Dataset/Good/0075.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0076.txt,Dataset/Good/0076.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0077.txt,Dataset/Good/0077.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0078.txt,Dataset/Good/0078.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0079.txt,Dataset/Good/0079.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0080.txt,Dataset/Good/0080.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0081.txt,Dataset/Good/0081.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0082.txt,Dataset/Good/0082.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0083.txt,Dataset/Good/0083.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0084.txt,Dataset/Good/0084.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0085.txt,Dataset/Good/0085.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0086.txt,Dataset/Good/0086.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0087.txt,Dataset/Good/0087.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0088.txt,Dataset/Good/0088.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0089.txt,Dataset/Good/0089.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0090.txt,Dataset/Good/0090.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0091.txt,Dataset/Good/0091.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0092.txt,Dataset/Good/0092.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0093.txt,Dataset/Good/0093.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0094.txt,Dataset/Good/0094.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0095.txt,Dataset/Good/0095.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0096.txt,Dataset/Good/0096.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0097.txt,Dataset/Good/0097.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0098.txt,Dataset/Good/0098.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0099.txt,Dataset/Good/0099.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0100.txt,Dataset/Good/0100.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0101.txt,Dataset/Good/0101.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0102.txt,Dataset/Good/0102.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0103.txt,Dataset/Good/0103.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0104.txt,Dataset/Good/0104.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0105.txt,Dataset/Good/0105.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0106.txt,Dataset/Good/0106.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0107.txt,Dataset/Good/0107.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0108.txt,Dataset/Good/0108.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0109.txt,Dataset/Good/0109.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0110.txt,Dataset/Good/0110.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0111.txt,Dataset/Good/0111.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0112.txt,Dataset/Good/0112.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0113.txt,Dataset/Good/0113.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0114.txt,Dataset/Good/0114.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0115.txt,Dataset/Good/0115.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0116.txt,Dataset/Good/0116.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0117.txt,Dataset/Good/0117.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0118.txt,Dataset/Good/0118.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0119.txt,Dataset/Good/0119.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0120.txt,Dataset/Good/0120.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0121.txt,Dataset/Good/0121.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0122.txt,Dataset/Good/0122.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0123.txt,Dataset/Good/0123.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0124.txt,Dataset/Good/0124.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0125.txt,Dataset/Good/0125.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0126.txt,Dataset/Good/0126.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0127.txt,Dataset/Good/0127.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0128.txt,Dataset/Good/0128.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0129.txt,Dataset/Good/0129.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0130.txt,Dataset/Good/0130.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0131.txt,Dataset/Good/0131.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0132.txt,Dataset/Good/0132.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0133.txt,Dataset/Good/0133.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0134.txt,Dataset/Good/0134.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0135.txt,Dataset/Good/0135.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0136.txt,Dataset/Good/0136.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0137.txt,Dataset/Good/0137.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0138.txt,Dataset/Good/0138.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0139.txt,Dataset/Good/0139.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0140.txt,Dataset/Good/0140.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0141.txt,Dataset/Good/0141.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0142.txt,Dataset/Good/0142.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0143.txt,Dataset/Good/0143.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0144.txt,Dataset/Good/0144.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0145.txt,Dataset/Good/0145.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0146.txt,Dataset/Good/0146.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0147.txt,Dataset/Good/0147.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0148.txt,Dataset/Good/0148.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0149.txt,Dataset/Good/0149.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0150.txt,Dataset/Good/0150.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0151.txt,Dataset/Good/0151.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0152.txt,Dataset/Good/0152.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0153.txt,Dataset/Good/0153.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0154.txt,Dataset/Good/0154.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0155.txt,Dataset/Good/0155.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0156.txt,Dataset/Good/0156.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0157.txt,Dataset/Good/0157.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0158.txt,Dataset/Good/0158.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0159.txt,Dataset/Good/0159.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0160.txt,Dataset/Good/0160.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0161.txt,Dataset/Good/0161.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0162.txt,Dataset/Good/0162.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0163.txt,Dataset/Good/0163.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0164.txt,Dataset/Good/0164.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0165.txt,Dataset/Good/0165.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0166.txt,Dataset/Good/0166.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0167.txt,Dataset/Good/0167.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0168.txt,Dataset/Good/0168.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0169.txt,Dataset/Good/0169.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0170.txt,Dataset/Good/0170.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0171.txt,Dataset/Good/0171.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0172.txt,Dataset/Good/0172.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0173.txt,Dataset/Good/0173.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0174.txt,Dataset/Good/0174.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0175.txt,Dataset/Good/0175.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0176.txt,Dataset/Good/0176.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0177.txt,Dataset/Good/0177.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0178.txt,Dataset/Good/0178.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0179.txt,Dataset/Good/0179.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0180.txt,Dataset/Good/0180.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0181.txt,Dataset/Good/0181.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0182.txt,Dataset/Good/0182.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0183.txt,Dataset/Good/0183.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0184.txt,Dataset/Good/0184.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0185.txt,Dataset/Good/0185.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0186.txt,Dataset/Good/0186.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0187.txt,Dataset/Good/0187.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0188.txt,Dataset/Good/0188.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0189.txt,Dataset/Good/0189.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0190.txt,Dataset/Good/0190.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0191.txt,Dataset/Good/0191.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0192.txt,Dataset/Good/0192.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0193.txt,Dataset/Good/0193.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0194.txt,Dataset/Good/0194.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0195.txt,Dataset/Good/0195.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0196.txt,Dataset/Good/0196.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0197.txt,Dataset/Good/0197.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0198.txt,Dataset/Good/0198.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0199.txt,Dataset/Good/0199.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0200.txt,Dataset/Good/0200.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0201.txt,Dataset/Good/0201.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0202.txt,Dataset/Good/0202.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0203.txt,Dataset/Good/0203.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0204.txt,Dataset/Good/0204.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0205.txt,Dataset/Good/0205.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0206.txt,Dataset/Good/0206.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0207.txt,Dataset/Good/0207.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0208.txt,Dataset/Good/0208.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0209.txt,Dataset/Good/0209.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0210.txt,Dataset/Good/0210.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0211.txt,Dataset/Good/0211.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0212.txt,Dataset/Good/0212.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0213.txt,Dataset/Good/0213.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0214.txt,Dataset/Good/0214.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0215.txt,Dataset/Good/0215.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0216.txt,Dataset/Good/0216.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0217.txt,Dataset/Good/0217.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0218.txt,Dataset/Good/0218.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0219.txt,Dataset/Good/0219.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0220.txt,Dataset/Good/0220.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0221.txt,Dataset/Good/0221.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0222.txt,Dataset/Good/0222.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0223.txt,Dataset/Good/0223.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0224.txt,Dataset/Good/0224.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0225.txt,Dataset/Good/0225.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0226.txt,Dataset/Good/0226.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0227.txt,Dataset/Good/0227.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0228.txt,Dataset/Good/0228.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0229.txt,Dataset/Good/0229.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0230.txt,Dataset/Good/0230.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0231.txt,Dataset/Good/0231.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0232.txt,Dataset/Good/0232.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0233.txt,Dataset/Good/0233.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0234.txt,Dataset/Good/0234.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0235.txt,Dataset/Good/0235.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0236.txt,Dataset/Good/0236.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0237.txt,Dataset/Good/0237.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0238.txt,Dataset/Good/0238.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0239.txt,Dataset/Good/0239.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0240.txt,Dataset/Good/0240.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0241.txt,Dataset/Good/0241.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0242.txt,Dataset/Good/0242.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0243.txt,Dataset/Good/0243.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0244.txt,Dataset/Good/0244.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0245.txt,Dataset/Good/0245.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0246.txt,Dataset/Good/0246.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0247.txt,Dataset/Good/0247.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0248.txt,Dataset/Good/0248.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0249.txt,Dataset/Good/0249.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0250.txt,Dataset/Good/0250.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0251.txt,Dataset/Good/0251.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/Dataset/Good/0252.txt,Dataset/Good/0252.txt,Good
